0.275000,0.058394
0.825000,0.080292
1.375000,0.102190
1.925000,0.175182
2.475000,0.226277
3.025000,0.291971
3.575000,0.364964
4.125000,0.430657
4.675000,0.481752
5.225000,0.510949
5.775000,0.518248
6.325000,0.554745
6.875000,0.591241
7.425000,0.613139
7.975000,0.613139
8.525000,0.642336
9.075000,0.664234
9.625000,0.686131
10.175000,0.693431
10.725000,0.722628
11.275000,0.737226
11.825000,0.737226
12.375000,0.759124
12.925000,0.773723
13.475000,0.788321
14.025000,0.788321
14.575000,0.795620
15.125000,0.810219
15.675000,0.824818
16.225000,0.832117
16.775000,0.846715
17.325000,0.854015
17.875000,0.854015
18.425000,0.854015
18.975000,0.861314
19.525000,0.861314
20.075000,0.875912
20.625000,0.875912
21.175000,0.890511
21.725000,0.890511
22.275000,0.897810
22.825000,0.897810
23.375000,0.897810
23.925000,0.912409
24.475000,0.927007
25.025000,0.927007
25.575000,0.934307
26.125000,0.934307
26.675000,0.934307
27.225000,0.934307
27.775000,0.941606
28.325000,0.948905
28.875000,0.956204
29.425000,0.956204
29.975000,0.956204
30.525000,0.956204
31.075000,0.956204
31.625000,0.956204
32.175000,0.956204
32.725000,0.970803
33.275000,0.970803
33.825000,0.970803
34.375000,0.970803
34.925000,0.970803
35.475000,0.970803
36.025000,0.970803
36.575000,0.970803
37.125000,0.970803
37.675000,0.970803
38.225000,0.970803
38.775000,0.970803
39.325000,0.985401
39.875000,0.985401
40.425000,0.985401
40.975000,0.985401
41.525000,0.985401
42.075000,0.985401
42.625000,0.985401
43.175000,0.985401
43.725000,0.985401
44.275000,0.985401
44.825000,0.985401
45.375000,0.985401
45.925000,0.985401
46.475000,0.992701
47.025000,1.000000
47.575000,1.000000
48.125000,1.000000
48.675000,1.000000
49.225000,1.000000
49.775000,1.000000
50.325000,1.000000
50.875000,1.000000
51.425000,1.000000
51.975000,1.000000
52.525000,1.000000
53.075000,1.000000
53.625000,1.000000
54.175000,1.000000
54.725000,1.000000
